"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon","WKT"
"40F5","NS-IBTS","27.4.b",1,1993,4,10,0.4,5.5,55.75,"POLYGON ((5.00000000000006 55.4999999998002,5.00000000000006 55.9999999997003,5.9999999998002 55.9999999997003,5.9999999998002 55.4999999998002,5.00000000000006 55.4999999998002))"
"40F6","NS-IBTS","27.4.b",1,1993,5,7,0.714285714285714,6.5,55.75,"POLYGON ((5.9999999998002 55.4999999998002,5.9999999998002 55.9999999997003,6.99999999960033 55.9999999997003,6.99999999960033 55.4999999998002,5.9999999998002 55.4999999998002))"
"40F7","NS-IBTS","27.4.b",1,1993,4,6,0.666666666666667,7.5,55.75,"POLYGON ((6.99999999960033 55.4999999998002,6.99999999960033 55.9999999997003,8.00000000029985 55.9999999997003,8.00000000029985 55.4999999998002,6.99999999960033 55.4999999998002))"
"41E7","NS-IBTS","27.4.b",1,1993,6,10,0.6,-2.5,56.25,"POLYGON ((-3.0000000001998 55.9999999997003,-3.0000000001998 56.4999999996003,-2.00000000039967 56.4999999996003,-2.00000000039967 55.9999999997003,-3.0000000001998 55.9999999997003))"
"41E8","NS-IBTS","27.4.b",1,1993,6,11,0.545454545454545,-1.5,56.25,"POLYGON ((-2.00000000039967 55.9999999997003,-2.00000000039967 56.4999999996003,-0.999999999700151 56.4999999996003,-0.999999999700151 55.9999999997003,-2.00000000039967 55.9999999997003))"
"41E9","NS-IBTS","27.4.b",1,1993,8,10,0.8,-0.5,56.25,"POLYGON ((-0.999999999700151 55.9999999997003,-0.999999999700151 56.4999999996003,0.000000000099988 56.4999999996003,0.000000000099988 55.9999999997003,-0.999999999700151 55.9999999997003))"
"41F0","NS-IBTS","27.4.b",1,1993,9,10,0.9,0.5,56.25,"POLYGON ((0.000000000099988 55.9999999997003,0.000000000099988 56.4999999996003,0.999999999900126 56.4999999996003,0.999999999900126 55.9999999997003,0.000000000099988 55.9999999997003))"
"41F1","NS-IBTS","27.4.b",1,1993,4,12,0.333333333333333,1.5,56.25,"POLYGON ((0.999999999900126 55.9999999997003,0.999999999900126 56.4999999996003,1.99999999970026 56.4999999996003,1.99999999970026 55.9999999997003,0.999999999900126 55.9999999997003))"
"41F2","NS-IBTS","27.4.b",1,1993,3,11,0.272727272727273,2.5,56.25,"POLYGON ((1.99999999970026 55.9999999997003,1.99999999970026 56.4999999996003,3.00000000039972 56.4999999996003,3.00000000039972 55.9999999997003,1.99999999970026 55.9999999997003))"
"41F3","NS-IBTS","27.4.b",1,1993,6,10,0.6,3.5,56.25,"POLYGON ((3.00000000039972 55.9999999997003,3.00000000039972 56.4999999996003,4.00000000019992 56.4999999996003,4.00000000019992 55.9999999997003,3.00000000039972 55.9999999997003))"
"41F4","NS-IBTS","27.4.b",1,1993,4,10,0.4,4.5,56.25,"POLYGON ((4.00000000019992 55.9999999997003,4.00000000019992 56.4999999996003,5.00000000000006 56.4999999996003,5.00000000000006 55.9999999997003,4.00000000019992 55.9999999997003))"
"41F5","NS-IBTS","27.4.b",1,1993,5,9,0.555555555555556,5.5,56.25,"POLYGON ((5.00000000000006 55.9999999997003,5.00000000000006 56.4999999996003,5.9999999998002 56.4999999996003,5.9999999998002 55.9999999997003,5.00000000000006 55.9999999997003))"
"41F6","NS-IBTS","27.4.b",1,1993,11,7,1.57142857142857,6.5,56.25,"POLYGON ((5.9999999998002 55.9999999997003,5.9999999998002 56.4999999996003,6.99999999960033 56.4999999996003,6.99999999960033 55.9999999997003,5.9999999998002 55.9999999997003))"
"41F7","NS-IBTS","27.4.b",1,1993,6,7,0.857142857142857,7.5,56.25,"POLYGON ((6.99999999960033 55.9999999997003,6.99999999960033 56.4999999996003,8.00000000029985 56.4999999996003,8.00000000029985 55.9999999997003,6.99999999960033 55.9999999997003))"
"41G1","NS-IBTS","27.3.a",1,1993,12,9,1.33333333333333,11.5,56.25,"POLYGON ((10.9999999997003 55.9999999997003,10.9999999997003 56.4999999996003,12.0000000003997 56.4999999996003,12.0000000003997 55.9999999997003,10.9999999997003 55.9999999997003))"
"41G2","NS-IBTS","27.3.a",1,1993,9,11,0.818181818181818,12.5,56.25,"POLYGON ((12.0000000003997 55.9999999997003,12.0000000003997 56.4999999996003,13.0000000001999 56.4999999996003,13.0000000001999 55.9999999997003,12.0000000003997 55.9999999997003))"
"42E7","NS-IBTS","27.4.b",1,1993,6,8,0.75,-2.5,56.75,"POLYGON ((-3.0000000001998 56.4999999996003,-3.0000000001998 57.0000000003998,-2.00000000039967 57.0000000003998,-2.00000000039967 56.4999999996003,-3.0000000001998 56.4999999996003))"
"42E8","NS-IBTS","27.4.b",1,1993,8,13,0.615384615384615,-1.5,56.75,"POLYGON ((-2.00000000039967 56.4999999996003,-2.00000000039967 57.0000000003998,-0.999999999700151 57.0000000003998,-0.999999999700151 56.4999999996003,-2.00000000039967 56.4999999996003))"
"42E9","NS-IBTS","27.4.b",1,1993,6,11,0.545454545454545,-0.5,56.75,"POLYGON ((-0.999999999700151 56.4999999996003,-0.999999999700151 57.0000000003998,0.000000000099988 57.0000000003998,0.000000000099988 56.4999999996003,-0.999999999700151 56.4999999996003))"
"42F0","NS-IBTS","27.4.b",1,1993,6,10,0.6,0.5,56.75,"POLYGON ((0.000000000099988 56.4999999996003,0.000000000099988 57.0000000003998,0.999999999900126 57.0000000003998,0.999999999900126 56.4999999996003,0.000000000099988 56.4999999996003))"
"42F1","NS-IBTS","27.4.b",1,1993,4,9,0.444444444444444,1.5,56.75,"POLYGON ((0.999999999900126 56.4999999996003,0.999999999900126 57.0000000003998,1.99999999970026 57.0000000003998,1.99999999970026 56.4999999996003,0.999999999900126 56.4999999996003))"
"42F2","NS-IBTS","27.4.b",1,1993,4,9,0.444444444444444,2.5,56.75,"POLYGON ((1.99999999970026 56.4999999996003,1.99999999970026 57.0000000003998,3.00000000039972 57.0000000003998,3.00000000039972 56.4999999996003,1.99999999970026 56.4999999996003))"
"42F3","NS-IBTS","27.4.b",1,1993,5,9,0.555555555555556,3.5,56.75,"POLYGON ((3.00000000039972 56.4999999996003,3.00000000039972 57.0000000003998,4.00000000019992 57.0000000003998,4.00000000019992 56.4999999996003,3.00000000039972 56.4999999996003))"
"42F4","NS-IBTS","27.4.b",1,1993,5,10,0.5,4.5,56.75,"POLYGON ((4.00000000019992 56.4999999996003,4.00000000019992 57.0000000003998,5.00000000000006 57.0000000003998,5.00000000000006 56.4999999996003,4.00000000019992 56.4999999996003))"
"42F5","NS-IBTS","27.4.b",1,1993,4,9,0.444444444444444,5.5,56.75,"POLYGON ((5.00000000000006 56.4999999996003,5.00000000000006 57.0000000003998,5.9999999998002 57.0000000003998,5.9999999998002 56.4999999996003,5.00000000000006 56.4999999996003))"
"42F6","NS-IBTS","27.4.b",1,1993,7,12,0.583333333333333,6.5,56.75,"POLYGON ((5.9999999998002 56.4999999996003,5.9999999998002 57.0000000003998,6.99999999960033 57.0000000003998,6.99999999960033 56.4999999996003,5.9999999998002 56.4999999996003))"
"42F7","NS-IBTS","27.4.b",1,1993,6,6,1,7.5,56.75,"POLYGON ((6.99999999960033 56.4999999996003,6.99999999960033 57.0000000003998,8.00000000029985 57.0000000003998,8.00000000029985 56.4999999996003,6.99999999960033 56.4999999996003))"
"42G1","NS-IBTS","27.3.a",1,1993,10,13,0.769230769230769,11.5,56.75,"POLYGON ((10.9999999997003 56.4999999996003,10.9999999997003 57.0000000003998,12.0000000003997 57.0000000003998,12.0000000003997 56.4999999996003,10.9999999997003 56.4999999996003))"
"42G2","NS-IBTS","27.3.a",1,1993,9,12,0.75,12.5,56.75,"POLYGON ((12.0000000003997 56.4999999996003,12.0000000003997 57.0000000003998,13.0000000001999 57.0000000003998,13.0000000001999 56.4999999996003,12.0000000003997 56.4999999996003))"
"43E8","NS-IBTS","27.4.b",1,1993,7,10,0.7,-1.5,57.25,"POLYGON ((-2.00000000039967 57.0000000003998,-2.00000000039967 57.5000000002998,-0.999999999700151 57.5000000002998,-0.999999999700151 57.0000000003998,-2.00000000039967 57.0000000003998))"
"43E9","NS-IBTS","27.4.b",1,1993,9,13,0.692307692307692,-0.5,57.25,"POLYGON ((-0.999999999700151 57.0000000003998,-0.999999999700151 57.5000000002998,0.000000000099988 57.5000000002998,0.000000000099988 57.0000000003998,-0.999999999700151 57.0000000003998))"
"43F0","NS-IBTS","27.4.b",1,1993,7,12,0.583333333333333,0.5,57.25,"POLYGON ((0.000000000099988 57.0000000003998,0.000000000099988 57.5000000002998,0.999999999900126 57.5000000002998,0.999999999900126 57.0000000003998,0.000000000099988 57.0000000003998))"
"43F1","NS-IBTS","27.4.b",1,1993,6,10,0.6,1.5,57.25,"POLYGON ((0.999999999900126 57.0000000003998,0.999999999900126 57.5000000002998,1.99999999970026 57.5000000002998,1.99999999970026 57.0000000003998,0.999999999900126 57.0000000003998))"
"43F2","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,2.5,57.25,"POLYGON ((1.99999999970026 57.0000000003998,1.99999999970026 57.5000000002998,3.00000000039972 57.5000000002998,3.00000000039972 57.0000000003998,1.99999999970026 57.0000000003998))"
"43F3","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,3.5,57.25,"POLYGON ((3.00000000039972 57.0000000003998,3.00000000039972 57.5000000002998,4.00000000019992 57.5000000002998,4.00000000019992 57.0000000003998,3.00000000039972 57.0000000003998))"
"43F4","NS-IBTS","27.4.b",1,1993,4,11,0.363636363636364,4.5,57.25,"POLYGON ((4.00000000019992 57.0000000003998,4.00000000019992 57.5000000002998,5.00000000000006 57.5000000002998,5.00000000000006 57.0000000003998,4.00000000019992 57.0000000003998))"
"43F5","NS-IBTS","27.4.b",1,1993,1,11,0.0909090909090909,5.5,57.25,"POLYGON ((5.00000000000006 57.0000000003998,5.00000000000006 57.5000000002998,5.9999999998002 57.5000000002998,5.9999999998002 57.0000000003998,5.00000000000006 57.0000000003998))"
"43F6","NS-IBTS","27.4.b",1,1993,5,11,0.454545454545455,6.5,57.25,"POLYGON ((5.9999999998002 57.0000000003998,5.9999999998002 57.5000000002998,6.99999999960033 57.5000000002998,6.99999999960033 57.0000000003998,5.9999999998002 57.0000000003998))"
"43F7","NS-IBTS","27.4.b",1,1993,7,13,0.538461538461538,7.5,57.25,"POLYGON ((6.99999999960033 57.0000000003998,6.99999999960033 57.5000000002998,8.00000000029985 57.5000000002998,8.00000000029985 57.0000000003998,6.99999999960033 57.0000000003998))"
"43F8","NS-IBTS","27.3.a",1,1993,7,16,0.4375,8.5,57.25,"POLYGON ((8.00000000029985 57.0000000003998,8.00000000029985 57.5000000002998,9.00000000009999 57.5000000002998,9.00000000009999 57.0000000003998,8.00000000029985 57.0000000003998))"
"43G0","NS-IBTS","27.3.a",1,1993,11,12,0.916666666666667,10.5,57.25,"POLYGON ((9.99999999990013 57.0000000003998,9.99999999990013 57.5000000002998,10.9999999997003 57.5000000002998,10.9999999997003 57.0000000003998,9.99999999990013 57.0000000003998))"
"43G1","NS-IBTS","27.3.a",1,1993,13,20,0.65,11.5,57.25,"POLYGON ((10.9999999997003 57.0000000003998,10.9999999997003 57.5000000002998,12.0000000003997 57.5000000002998,12.0000000003997 57.0000000003998,10.9999999997003 57.0000000003998))"
"43G2","NS-IBTS","27.3.a",1,1993,10,14,0.714285714285714,12.5,57.25,"POLYGON ((12.0000000003997 57.0000000003998,12.0000000003997 57.5000000002998,13.0000000001999 57.5000000002998,13.0000000001999 57.0000000003998,12.0000000003997 57.0000000003998))"
"44E6","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,-3.5,57.75,"POLYGON ((-3.99999999999994 57.5000000002998,-3.99999999999994 58.0000000001999,-3.0000000001998 58.0000000001999,-3.0000000001998 57.5000000002998,-3.99999999999994 57.5000000002998))"
"44E7","NS-IBTS","27.4.a",1,1993,8,13,0.615384615384615,-2.5,57.75,"POLYGON ((-3.0000000001998 57.5000000002998,-3.0000000001998 58.0000000001999,-2.00000000039967 58.0000000001999,-2.00000000039967 57.5000000002998,-3.0000000001998 57.5000000002998))"
"44E8","NS-IBTS","27.4.a",1,1993,7,16,0.4375,-1.5,57.75,"POLYGON ((-2.00000000039967 57.5000000002998,-2.00000000039967 58.0000000001999,-0.999999999700151 58.0000000001999,-0.999999999700151 57.5000000002998,-2.00000000039967 57.5000000002998))"
"44E9","NS-IBTS","27.4.a",1,1993,5,9,0.555555555555556,-0.5,57.75,"POLYGON ((-0.999999999700151 57.5000000002998,-0.999999999700151 58.0000000001999,0.000000000099988 58.0000000001999,0.000000000099988 57.5000000002998,-0.999999999700151 57.5000000002998))"
"44F0","NS-IBTS","27.4.a",1,1993,5,10,0.5,0.5,57.75,"POLYGON ((0.000000000099988 57.5000000002998,0.000000000099988 58.0000000001999,0.999999999900126 58.0000000001999,0.999999999900126 57.5000000002998,0.000000000099988 57.5000000002998))"
"44F1","NS-IBTS","27.4.a",1,1993,3,11,0.272727272727273,1.5,57.75,"POLYGON ((0.999999999900126 57.5000000002998,0.999999999900126 58.0000000001999,1.99999999970026 58.0000000001999,1.99999999970026 57.5000000002998,0.999999999900126 57.5000000002998))"
"44F2","NS-IBTS","27.4.a",1,1993,3,12,0.25,2.5,57.75,"POLYGON ((1.99999999970026 57.5000000002998,1.99999999970026 58.0000000001999,3.00000000039972 58.0000000001999,3.00000000039972 57.5000000002998,1.99999999970026 57.5000000002998))"
"44F3","NS-IBTS","27.4.a",1,1993,3,11,0.272727272727273,3.5,57.75,"POLYGON ((3.00000000039972 57.5000000002998,3.00000000039972 58.0000000001999,4.00000000019992 58.0000000001999,4.00000000019992 57.5000000002998,3.00000000039972 57.5000000002998))"
"44F4","NS-IBTS","27.4.a",1,1993,5,9,0.555555555555556,4.5,57.75,"POLYGON ((4.00000000019992 57.5000000002998,4.00000000019992 58.0000000001999,5.00000000000006 58.0000000001999,5.00000000000006 57.5000000002998,4.00000000019992 57.5000000002998))"
"44F5","NS-IBTS","27.4.a",1,1993,5,13,0.384615384615385,5.5,57.75,"POLYGON ((5.00000000000006 57.5000000002998,5.00000000000006 58.0000000001999,5.9999999998002 58.0000000001999,5.9999999998002 57.5000000002998,5.00000000000006 57.5000000002998))"
"44F8","NS-IBTS","27.3.a",1,1993,8,16,0.5,8.5,57.75,"POLYGON ((8.00000000029985 57.5000000002998,8.00000000029985 58.0000000001999,9.00000000009999 58.0000000001999,9.00000000009999 57.5000000002998,8.00000000029985 57.5000000002998))"
"44F9","NS-IBTS","27.3.a",1,1993,12,20,0.6,9.5,57.75,"POLYGON ((9.00000000009999 57.5000000002998,9.00000000009999 58.0000000001999,9.99999999990013 58.0000000001999,9.99999999990013 57.5000000002998,9.00000000009999 57.5000000002998))"
"44G0","NS-IBTS","27.3.a",1,1993,11,18,0.611111111111111,10.5,57.75,"POLYGON ((9.99999999990013 57.5000000002998,9.99999999990013 58.0000000001999,10.9999999997003 58.0000000001999,10.9999999997003 57.5000000002998,9.99999999990013 57.5000000002998))"
"44G1","NS-IBTS","27.3.a",1,1993,11,14,0.785714285714286,11.5,57.75,"POLYGON ((10.9999999997003 57.5000000002998,10.9999999997003 58.0000000001999,12.0000000003997 58.0000000001999,12.0000000003997 57.5000000002998,10.9999999997003 57.5000000002998))"
"45E6","NS-IBTS","27.4.a",1,1993,10,13,0.769230769230769,-3.5,58.25,"POLYGON ((-3.99999999999994 58.0000000001999,-3.99999999999994 58.5000000001,-3.0000000001998 58.5000000001,-3.0000000001998 58.0000000001999,-3.99999999999994 58.0000000001999))"
"45E7","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,-2.5,58.25,"POLYGON ((-3.0000000001998 58.0000000001999,-3.0000000001998 58.5000000001,-2.00000000039967 58.5000000001,-2.00000000039967 58.0000000001999,-3.0000000001998 58.0000000001999))"
"45E8","NS-IBTS","27.4.a",1,1993,11,12,0.916666666666667,-1.5,58.25,"POLYGON ((-2.00000000039967 58.0000000001999,-2.00000000039967 58.5000000001,-0.999999999700151 58.5000000001,-0.999999999700151 58.0000000001999,-2.00000000039967 58.0000000001999))"
"45E9","NS-IBTS","27.4.a",1,1993,13,11,1.18181818181818,-0.5,58.25,"POLYGON ((-0.999999999700151 58.0000000001999,-0.999999999700151 58.5000000001,0.000000000099988 58.5000000001,0.000000000099988 58.0000000001999,-0.999999999700151 58.0000000001999))"
"45F0","NS-IBTS","27.4.a",1,1993,7,9,0.777777777777778,0.5,58.25,"POLYGON ((0.000000000099988 58.0000000001999,0.000000000099988 58.5000000001,0.999999999900126 58.5000000001,0.999999999900126 58.0000000001999,0.000000000099988 58.0000000001999))"
"45F1","NS-IBTS","27.4.a",1,1993,6,13,0.461538461538462,1.5,58.25,"POLYGON ((0.999999999900126 58.0000000001999,0.999999999900126 58.5000000001,1.99999999970026 58.5000000001,1.99999999970026 58.0000000001999,0.999999999900126 58.0000000001999))"
"45F2","NS-IBTS","27.4.a",1,1993,4,10,0.4,2.5,58.25,"POLYGON ((1.99999999970026 58.0000000001999,1.99999999970026 58.5000000001,3.00000000039972 58.5000000001,3.00000000039972 58.0000000001999,1.99999999970026 58.0000000001999))"
"45F3","NS-IBTS","27.4.a",1,1993,8,11,0.727272727272727,3.5,58.25,"POLYGON ((3.00000000039972 58.0000000001999,3.00000000039972 58.5000000001,4.00000000019992 58.5000000001,4.00000000019992 58.0000000001999,3.00000000039972 58.0000000001999))"
"45F4","NS-IBTS","27.4.a",1,1993,5,14,0.357142857142857,4.5,58.25,"POLYGON ((4.00000000019992 58.0000000001999,4.00000000019992 58.5000000001,5.00000000000006 58.5000000001,5.00000000000006 58.0000000001999,4.00000000019992 58.0000000001999))"
"45F9","NS-IBTS","27.3.a",1,1993,9,17,0.529411764705882,9.5,58.25,"POLYGON ((9.00000000009999 58.0000000001999,9.00000000009999 58.5000000001,9.99999999990013 58.5000000001,9.99999999990013 58.0000000001999,9.00000000009999 58.0000000001999))"
"45G0","NS-IBTS","27.3.a",1,1993,7,13,0.538461538461538,10.5,58.25,"POLYGON ((9.99999999990013 58.0000000001999,9.99999999990013 58.5000000001,10.9999999997003 58.5000000001,10.9999999997003 58.0000000001999,9.99999999990013 58.0000000001999))"
"45G1","NS-IBTS","27.3.a",1,1993,8,17,0.470588235294118,11.5,58.25,"POLYGON ((10.9999999997003 58.0000000001999,10.9999999997003 58.5000000001,12.0000000003997 58.5000000001,12.0000000003997 58.0000000001999,10.9999999997003 58.0000000001999))"
"46E7","NS-IBTS","27.4.a",1,1993,8,11,0.727272727272727,-2.5,58.75,"POLYGON ((-3.0000000001998 58.5000000001,-3.0000000001998 59.0000000000001,-2.00000000039967 59.0000000000001,-2.00000000039967 58.5000000001,-3.0000000001998 58.5000000001))"
"46E8","NS-IBTS","27.4.a",1,1993,16,15,1.06666666666667,-1.5,58.75,"POLYGON ((-2.00000000039967 58.5000000001,-2.00000000039967 59.0000000000001,-0.999999999700151 59.0000000000001,-0.999999999700151 58.5000000001,-2.00000000039967 58.5000000001))"
"46E9","NS-IBTS","27.4.a",1,1993,11,14,0.785714285714286,-0.5,58.75,"POLYGON ((-0.999999999700151 58.5000000001,-0.999999999700151 59.0000000000001,0.000000000099988 59.0000000000001,0.000000000099988 58.5000000001,-0.999999999700151 58.5000000001))"
"46F0","NS-IBTS","27.4.a",1,1993,7,10,0.7,0.5,58.75,"POLYGON ((0.000000000099988 58.5000000001,0.000000000099988 59.0000000000001,0.999999999900126 59.0000000000001,0.999999999900126 58.5000000001,0.000000000099988 58.5000000001))"
"46F1","NS-IBTS","27.4.a",1,1993,5,10,0.5,1.5,58.75,"POLYGON ((0.999999999900126 58.5000000001,0.999999999900126 59.0000000000001,1.99999999970026 59.0000000000001,1.99999999970026 58.5000000001,0.999999999900126 58.5000000001))"
"46F2","NS-IBTS","27.4.a",1,1993,6,9,0.666666666666667,2.5,58.75,"POLYGON ((1.99999999970026 58.5000000001,1.99999999970026 59.0000000000001,3.00000000039972 59.0000000000001,3.00000000039972 58.5000000001,1.99999999970026 58.5000000001))"
"46F3","NS-IBTS","27.4.a",1,1993,9,13,0.692307692307692,3.5,58.75,"POLYGON ((3.00000000039972 58.5000000001,3.00000000039972 59.0000000000001,4.00000000019992 59.0000000000001,4.00000000019992 58.5000000001,3.00000000039972 58.5000000001))"
"46G0","NS-IBTS","27.3.a",1,1993,12,18,0.666666666666667,10.5,58.75,"POLYGON ((9.99999999990013 58.5000000001,9.99999999990013 59.0000000000001,10.9999999997003 59.0000000000001,10.9999999997003 58.5000000001,9.99999999990013 58.5000000001))"
"46G1","NS-IBTS","27.3.a",1,1993,9,11,0.818181818181818,11.5,58.75,"POLYGON ((10.9999999997003 58.5000000001,10.9999999997003 59.0000000000001,12.0000000003997 59.0000000000001,12.0000000003997 58.5000000001,10.9999999997003 58.5000000001))"
"47E7","NS-IBTS","27.4.a",1,1993,11,13,0.846153846153846,-2.5,59.25,"POLYGON ((-3.0000000001998 59.0000000000001,-3.0000000001998 59.4999999999001,-2.00000000039967 59.4999999999001,-2.00000000039967 59.0000000000001,-3.0000000001998 59.0000000000001))"
"47E8","NS-IBTS","27.4.a",1,1993,12,13,0.923076923076923,-1.5,59.25,"POLYGON ((-2.00000000039967 59.0000000000001,-2.00000000039967 59.4999999999001,-0.999999999700151 59.4999999999001,-0.999999999700151 59.0000000000001,-2.00000000039967 59.0000000000001))"
"47E9","NS-IBTS","27.4.a",1,1993,10,14,0.714285714285714,-0.5,59.25,"POLYGON ((-0.999999999700151 59.0000000000001,-0.999999999700151 59.4999999999001,0.000000000099988 59.4999999999001,0.000000000099988 59.0000000000001,-0.999999999700151 59.0000000000001))"
"47F0","NS-IBTS","27.4.a",1,1993,5,10,0.5,0.5,59.25,"POLYGON ((0.000000000099988 59.0000000000001,0.000000000099988 59.4999999999001,0.999999999900126 59.4999999999001,0.999999999900126 59.0000000000001,0.000000000099988 59.0000000000001))"
"47F1","NS-IBTS","27.4.a",1,1993,4,11,0.363636363636364,1.5,59.25,"POLYGON ((0.999999999900126 59.0000000000001,0.999999999900126 59.4999999999001,1.99999999970026 59.4999999999001,1.99999999970026 59.0000000000001,0.999999999900126 59.0000000000001))"
"47F2","NS-IBTS","27.4.a",1,1993,5,13,0.384615384615385,2.5,59.25,"POLYGON ((1.99999999970026 59.0000000000001,1.99999999970026 59.4999999999001,3.00000000039972 59.4999999999001,3.00000000039972 59.0000000000001,1.99999999970026 59.0000000000001))"
"47F3","NS-IBTS","27.4.a",1,1993,8,11,0.727272727272727,3.5,59.25,"POLYGON ((3.00000000039972 59.0000000000001,3.00000000039972 59.4999999999001,4.00000000019992 59.4999999999001,4.00000000019992 59.0000000000001,3.00000000039972 59.0000000000001))"
"48E7","NS-IBTS","27.4.a",1,1993,11,13,0.846153846153846,-2.5,59.75,"POLYGON ((-3.0000000001998 59.4999999999001,-3.0000000001998 59.9999999998002,-2.00000000039967 59.9999999998002,-2.00000000039967 59.4999999999001,-3.0000000001998 59.4999999999001))"
"48E8","NS-IBTS","27.4.a",1,1993,12,15,0.8,-1.5,59.75,"POLYGON ((-2.00000000039967 59.4999999999001,-2.00000000039967 59.9999999998002,-0.999999999700151 59.9999999998002,-0.999999999700151 59.4999999999001,-2.00000000039967 59.4999999999001))"
"48E9","NS-IBTS","27.4.a",1,1993,9,16,0.5625,-0.5,59.75,"POLYGON ((-0.999999999700151 59.4999999999001,-0.999999999700151 59.9999999998002,0.000000000099988 59.9999999998002,0.000000000099988 59.4999999999001,-0.999999999700151 59.4999999999001))"
"48F0","NS-IBTS","27.4.a",1,1993,4,12,0.333333333333333,0.5,59.75,"POLYGON ((0.000000000099988 59.4999999999001,0.000000000099988 59.9999999998002,0.999999999900126 59.9999999998002,0.999999999900126 59.4999999999001,0.000000000099988 59.4999999999001))"
"48F1","NS-IBTS","27.4.a",1,1993,6,11,0.545454545454545,1.5,59.75,"POLYGON ((0.999999999900126 59.4999999999001,0.999999999900126 59.9999999998002,1.99999999970026 59.9999999998002,1.99999999970026 59.4999999999001,0.999999999900126 59.4999999999001))"
"48F2","NS-IBTS","27.4.a",1,1993,4,13,0.307692307692308,2.5,59.75,"POLYGON ((1.99999999970026 59.4999999999001,1.99999999970026 59.9999999998002,3.00000000039972 59.9999999998002,3.00000000039972 59.4999999999001,1.99999999970026 59.4999999999001))"
"48F3","NS-IBTS","27.4.a",1,1993,8,9,0.888888888888889,3.5,59.75,"POLYGON ((3.00000000039972 59.4999999999001,3.00000000039972 59.9999999998002,4.00000000019992 59.9999999998002,4.00000000019992 59.4999999999001,3.00000000039972 59.4999999999001))"
"49E8","NS-IBTS","27.4.a",1,1993,10,14,0.714285714285714,-1.5,60.25,"POLYGON ((-2.00000000039967 59.9999999998002,-2.00000000039967 60.4999999997003,-0.999999999700151 60.4999999997003,-0.999999999700151 59.9999999998002,-2.00000000039967 59.9999999998002))"
"49E9","NS-IBTS","27.4.a",1,1993,14,18,0.777777777777778,-0.5,60.25,"POLYGON ((-0.999999999700151 59.9999999998002,-0.999999999700151 60.4999999997003,0.000000000099988 60.4999999997003,0.000000000099988 59.9999999998002,-0.999999999700151 59.9999999998002))"
"49F0","NS-IBTS","27.4.a",1,1993,9,11,0.818181818181818,0.5,60.25,"POLYGON ((0.000000000099988 59.9999999998002,0.000000000099988 60.4999999997003,0.999999999900126 60.4999999997003,0.999999999900126 59.9999999998002,0.000000000099988 59.9999999998002))"
"49F1","NS-IBTS","27.4.a",1,1993,5,10,0.5,1.5,60.25,"POLYGON ((0.999999999900126 59.9999999998002,0.999999999900126 60.4999999997003,1.99999999970026 60.4999999997003,1.99999999970026 59.9999999998002,0.999999999900126 59.9999999998002))"
"49F2","NS-IBTS","27.4.a",1,1993,8,13,0.615384615384615,2.5,60.25,"POLYGON ((1.99999999970026 59.9999999998002,1.99999999970026 60.4999999997003,3.00000000039972 60.4999999997003,3.00000000039972 59.9999999998002,1.99999999970026 59.9999999998002))"
"49F3","NS-IBTS","27.4.a",1,1993,7,9,0.777777777777778,3.5,60.25,"POLYGON ((3.00000000039972 59.9999999998002,3.00000000039972 60.4999999997003,4.00000000019992 60.4999999997003,4.00000000019992 59.9999999998002,3.00000000039972 59.9999999998002))"
"50E8","NS-IBTS","27.4.a",1,1993,13,12,1.08333333333333,-1.5,60.75,"POLYGON ((-2.00000000039967 60.4999999997003,-2.00000000039967 60.9999999996003,-0.999999999700151 60.9999999996003,-0.999999999700151 60.4999999997003,-2.00000000039967 60.4999999997003))"
"50E9","NS-IBTS","27.4.a",1,1993,12,16,0.75,-0.5,60.75,"POLYGON ((-0.999999999700151 60.4999999997003,-0.999999999700151 60.9999999996003,0.000000000099988 60.9999999996003,0.000000000099988 60.4999999997003,-0.999999999700151 60.4999999997003))"
"50F0","NS-IBTS","27.4.a",1,1993,8,8,1,0.5,60.75,"POLYGON ((0.000000000099988 60.4999999997003,0.000000000099988 60.9999999996003,0.999999999900126 60.9999999996003,0.999999999900126 60.4999999997003,0.000000000099988 60.4999999997003))"
"50F1","NS-IBTS","27.4.a",1,1993,7,13,0.538461538461538,1.5,60.75,"POLYGON ((0.999999999900126 60.4999999997003,0.999999999900126 60.9999999996003,1.99999999970026 60.9999999996003,1.99999999970026 60.4999999997003,0.999999999900126 60.4999999997003))"
"50F2","NS-IBTS","27.4.a",1,1993,7,11,0.636363636363636,2.5,60.75,"POLYGON ((1.99999999970026 60.4999999997003,1.99999999970026 60.9999999996003,3.00000000039972 60.9999999996003,3.00000000039972 60.4999999997003,1.99999999970026 60.4999999997003))"
"50F3","NS-IBTS","27.4.a",1,1993,5,12,0.416666666666667,3.5,60.75,"POLYGON ((3.00000000039972 60.4999999997003,3.00000000039972 60.9999999996003,4.00000000019992 60.9999999996003,4.00000000019992 60.4999999997003,3.00000000039972 60.4999999997003))"
