"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon","WKT"
"40F0","NS-IBTS","27.4.b",1,1977,2,8,0.25,0.5,55.75,"POLYGON ((0.000000000099988 55.4999999998002,0.000000000099988 55.9999999997003,0.999999999900126 55.9999999997003,0.999999999900126 55.4999999998002,0.000000000099988 55.4999999998002))"
"40F1","NS-IBTS","27.4.b",1,1977,3,6,0.5,1.5,55.75,"POLYGON ((0.999999999900126 55.4999999998002,0.999999999900126 55.9999999997003,1.99999999970026 55.9999999997003,1.99999999970026 55.4999999998002,0.999999999900126 55.4999999998002))"
"40F2","NS-IBTS","27.4.b",1,1977,2,8,0.25,2.5,55.75,"POLYGON ((1.99999999970026 55.4999999998002,1.99999999970026 55.9999999997003,3.00000000039972 55.9999999997003,3.00000000039972 55.4999999998002,1.99999999970026 55.4999999998002))"
"40F3","NS-IBTS","27.4.b",1,1977,1,1,1,3.5,55.75,"POLYGON ((3.00000000039972 55.4999999998002,3.00000000039972 55.9999999997003,4.00000000019992 55.9999999997003,4.00000000019992 55.4999999998002,3.00000000039972 55.4999999998002))"
"43F4","NS-IBTS","27.4.b",1,1977,3,9,0.333333333333333,4.5,57.25,"POLYGON ((4.00000000019992 57.0000000003998,4.00000000019992 57.5000000002998,5.00000000000006 57.5000000002998,5.00000000000006 57.0000000003998,4.00000000019992 57.0000000003998))"
"43F5","NS-IBTS","27.4.b",1,1977,3,8,0.375,5.5,57.25,"POLYGON ((5.00000000000006 57.0000000003998,5.00000000000006 57.5000000002998,5.9999999998002 57.5000000002998,5.9999999998002 57.0000000003998,5.00000000000006 57.0000000003998))"
"43F6","NS-IBTS","27.4.b",1,1977,3,10,0.3,6.5,57.25,"POLYGON ((5.9999999998002 57.0000000003998,5.9999999998002 57.5000000002998,6.99999999960033 57.5000000002998,6.99999999960033 57.0000000003998,5.9999999998002 57.0000000003998))"
"43F7","NS-IBTS","27.4.b",1,1977,5,8,0.625,7.5,57.25,"POLYGON ((6.99999999960033 57.0000000003998,6.99999999960033 57.5000000002998,8.00000000029985 57.5000000002998,8.00000000029985 57.0000000003998,6.99999999960033 57.0000000003998))"
"44F4","NS-IBTS","27.4.a",1,1977,4,12,0.333333333333333,4.5,57.75,"POLYGON ((4.00000000019992 57.5000000002998,4.00000000019992 58.0000000001999,5.00000000000006 58.0000000001999,5.00000000000006 57.5000000002998,4.00000000019992 57.5000000002998))"
"44F5","NS-IBTS","27.4.a",1,1977,2,12,0.166666666666667,5.5,57.75,"POLYGON ((5.00000000000006 57.5000000002998,5.00000000000006 58.0000000001999,5.9999999998002 58.0000000001999,5.9999999998002 57.5000000002998,5.00000000000006 57.5000000002998))"
"45F0","NS-IBTS","27.4.a",1,1977,2,8,0.25,0.5,58.25,"POLYGON ((0.000000000099988 58.0000000001999,0.000000000099988 58.5000000001,0.999999999900126 58.5000000001,0.999999999900126 58.0000000001999,0.000000000099988 58.0000000001999))"
"45F1","NS-IBTS","27.4.a",1,1977,4,6,0.666666666666667,1.5,58.25,"POLYGON ((0.999999999900126 58.0000000001999,0.999999999900126 58.5000000001,1.99999999970026 58.5000000001,1.99999999970026 58.0000000001999,0.999999999900126 58.0000000001999))"
"45F2","NS-IBTS","27.4.a",1,1977,4,5,0.8,2.5,58.25,"POLYGON ((1.99999999970026 58.0000000001999,1.99999999970026 58.5000000001,3.00000000039972 58.5000000001,3.00000000039972 58.0000000001999,1.99999999970026 58.0000000001999))"
"45F3","NS-IBTS","27.4.a",1,1977,2,12,0.166666666666667,3.5,58.25,"POLYGON ((3.00000000039972 58.0000000001999,3.00000000039972 58.5000000001,4.00000000019992 58.5000000001,4.00000000019992 58.0000000001999,3.00000000039972 58.0000000001999))"
"45F4","NS-IBTS","27.4.a",1,1977,3,12,0.25,4.5,58.25,"POLYGON ((4.00000000019992 58.0000000001999,4.00000000019992 58.5000000001,5.00000000000006 58.5000000001,5.00000000000006 58.0000000001999,4.00000000019992 58.0000000001999))"
"46F0","NS-IBTS","27.4.a",1,1977,2,8,0.25,0.5,58.75,"POLYGON ((0.000000000099988 58.5000000001,0.000000000099988 59.0000000000001,0.999999999900126 59.0000000000001,0.999999999900126 58.5000000001,0.000000000099988 58.5000000001))"
"46F1","NS-IBTS","27.4.a",1,1977,1,6,0.166666666666667,1.5,58.75,"POLYGON ((0.999999999900126 58.5000000001,0.999999999900126 59.0000000000001,1.99999999970026 59.0000000000001,1.99999999970026 58.5000000001,0.999999999900126 58.5000000001))"
"46F2","NS-IBTS","27.4.a",1,1977,2,9,0.222222222222222,2.5,58.75,"POLYGON ((1.99999999970026 58.5000000001,1.99999999970026 59.0000000000001,3.00000000039972 59.0000000000001,3.00000000039972 58.5000000001,1.99999999970026 58.5000000001))"
"46F3","NS-IBTS","27.4.a",1,1977,1,10,0.1,3.5,58.75,"POLYGON ((3.00000000039972 58.5000000001,3.00000000039972 59.0000000000001,4.00000000019992 59.0000000000001,4.00000000019992 58.5000000001,3.00000000039972 58.5000000001))"
"47E6","NS-IBTS","27.4.a",1,1977,6,7,0.857142857142857,-3.5,59.25,"POLYGON ((-3.99999999999994 59.0000000000001,-3.99999999999994 59.4999999999001,-3.0000000001998 59.4999999999001,-3.0000000001998 59.0000000000001,-3.99999999999994 59.0000000000001))"
"47E7","NS-IBTS","27.4.a",1,1977,3,5,0.6,-2.5,59.25,"POLYGON ((-3.0000000001998 59.0000000000001,-3.0000000001998 59.4999999999001,-2.00000000039967 59.4999999999001,-2.00000000039967 59.0000000000001,-3.0000000001998 59.0000000000001))"
"47E8","NS-IBTS","27.4.a",1,1977,5,7,0.714285714285714,-1.5,59.25,"POLYGON ((-2.00000000039967 59.0000000000001,-2.00000000039967 59.4999999999001,-0.999999999700151 59.4999999999001,-0.999999999700151 59.0000000000001,-2.00000000039967 59.0000000000001))"
"47E9","NS-IBTS","27.4.a",1,1977,6,7,0.857142857142857,-0.5,59.25,"POLYGON ((-0.999999999700151 59.0000000000001,-0.999999999700151 59.4999999999001,0.000000000099988 59.4999999999001,0.000000000099988 59.0000000000001,-0.999999999700151 59.0000000000001))"
"48E7","NS-IBTS","27.4.a",1,1977,2,3,0.666666666666667,-2.5,59.75,"POLYGON ((-3.0000000001998 59.4999999999001,-3.0000000001998 59.9999999998002,-2.00000000039967 59.9999999998002,-2.00000000039967 59.4999999999001,-3.0000000001998 59.4999999999001))"
"48E8","NS-IBTS","27.4.a",1,1977,2,5,0.4,-1.5,59.75,"POLYGON ((-2.00000000039967 59.4999999999001,-2.00000000039967 59.9999999998002,-0.999999999700151 59.9999999998002,-0.999999999700151 59.4999999999001,-2.00000000039967 59.4999999999001))"
"48E9","NS-IBTS","27.4.a",1,1977,3,8,0.375,-0.5,59.75,"POLYGON ((-0.999999999700151 59.4999999999001,-0.999999999700151 59.9999999998002,0.000000000099988 59.9999999998002,0.000000000099988 59.4999999999001,-0.999999999700151 59.4999999999001))"
"49F0","NS-IBTS","27.4.a",1,1977,3,7,0.428571428571429,0.5,60.25,"POLYGON ((0.000000000099988 59.9999999998002,0.000000000099988 60.4999999997003,0.999999999900126 60.4999999997003,0.999999999900126 59.9999999998002,0.000000000099988 59.9999999998002))"
"49F1","NS-IBTS","27.4.a",1,1977,5,5,1,1.5,60.25,"POLYGON ((0.999999999900126 59.9999999998002,0.999999999900126 60.4999999997003,1.99999999970026 60.4999999997003,1.99999999970026 59.9999999998002,0.999999999900126 59.9999999998002))"
"50F0","NS-IBTS","27.4.a",1,1977,6,6,1,0.5,60.75,"POLYGON ((0.000000000099988 60.4999999997003,0.000000000099988 60.9999999996003,0.999999999900126 60.9999999996003,0.999999999900126 60.4999999997003,0.000000000099988 60.4999999997003))"
"50F1","NS-IBTS","27.4.a",1,1977,4,10,0.4,1.5,60.75,"POLYGON ((0.999999999900126 60.4999999997003,0.999999999900126 60.9999999996003,1.99999999970026 60.9999999996003,1.99999999970026 60.4999999997003,0.999999999900126 60.4999999997003))"
"51F0","NS-IBTS","27.4.a",1,1977,3,4,0.75,0.5,61.25,"POLYGON ((0.000000000099988 60.9999999996003,0.000000000099988 61.5000000003998,0.999999999900126 61.5000000003998,0.999999999900126 60.9999999996003,0.000000000099988 60.9999999996003))"
"51F1","NS-IBTS","27.4.a",1,1977,5,5,1,1.5,61.25,"POLYGON ((0.999999999900126 60.9999999996003,0.999999999900126 61.5000000003998,1.99999999970026 61.5000000003998,1.99999999970026 60.9999999996003,0.999999999900126 60.9999999996003))"
"51F2","NS-IBTS","27.4.a",1,1977,3,4,0.75,2.5,61.25,"POLYGON ((1.99999999970026 60.9999999996003,1.99999999970026 61.5000000003998,3.00000000039972 61.5000000003998,3.00000000039972 60.9999999996003,1.99999999970026 60.9999999996003))"
"33F3","NS-IBTS","27.4.c",1,1978,2,2,1,3.5,52.25,"POLYGON ((3.00000000039972 51.9999999996003,3.00000000039972 52.5000000003998,4.00000000019992 52.5000000003998,4.00000000019992 51.9999999996003,3.00000000039972 51.9999999996003))"
"33F4","NS-IBTS","27.4.c",1,1978,1,2,0.5,4.5,52.25,"POLYGON ((4.00000000019992 51.9999999996003,4.00000000019992 52.5000000003998,5.00000000000006 52.5000000003998,5.00000000000006 51.9999999996003,4.00000000019992 51.9999999996003))"
"34F2","NS-IBTS","27.4.c",1,1978,8,4,2,2.5,52.75,"POLYGON ((1.99999999970026 52.5000000003998,1.99999999970026 53.0000000002998,3.00000000039972 53.0000000002998,3.00000000039972 52.5000000003998,1.99999999970026 52.5000000003998))"
"34F3","NS-IBTS","27.4.c",1,1978,9,5,1.8,3.5,52.75,"POLYGON ((3.00000000039972 52.5000000003998,3.00000000039972 53.0000000002998,4.00000000019992 53.0000000002998,4.00000000019992 52.5000000003998,3.00000000039972 52.5000000003998))"
"34F4","NS-IBTS","27.4.c",1,1978,8,5,1.6,4.5,52.75,"POLYGON ((4.00000000019992 52.5000000003998,4.00000000019992 53.0000000002998,5.00000000000006 53.0000000002998,5.00000000000006 52.5000000003998,4.00000000019992 52.5000000003998))"
"35F1","NS-IBTS","27.4.c",1,1978,7,5,1.4,1.5,53.25,"POLYGON ((0.999999999900126 53.0000000002998,0.999999999900126 53.5000000001999,1.99999999970026 53.5000000001999,1.99999999970026 53.0000000002998,0.999999999900126 53.0000000002998))"
"35F2","NS-IBTS","27.4.c",1,1978,4,4,1,2.5,53.25,"POLYGON ((1.99999999970026 53.0000000002998,1.99999999970026 53.5000000001999,3.00000000039972 53.5000000001999,3.00000000039972 53.0000000002998,1.99999999970026 53.0000000002998))"
"35F3","NS-IBTS","27.4.c",1,1978,6,7,0.857142857142857,3.5,53.25,"POLYGON ((3.00000000039972 53.0000000002998,3.00000000039972 53.5000000001999,4.00000000019992 53.5000000001999,4.00000000019992 53.0000000002998,3.00000000039972 53.0000000002998))"
"35F4","NS-IBTS","27.4.c",1,1978,1,3,0.333333333333333,4.5,53.25,"POLYGON ((4.00000000019992 53.0000000002998,4.00000000019992 53.5000000001999,5.00000000000006 53.5000000001999,5.00000000000006 53.0000000002998,4.00000000019992 53.0000000002998))"
"36F0","NS-IBTS","27.4.b",1,1978,6,7,0.857142857142857,0.5,53.75,"POLYGON ((0.000000000099988 53.5000000001999,0.000000000099988 54.0000000001,0.999999999900126 54.0000000001,0.999999999900126 53.5000000001999,0.000000000099988 53.5000000001999))"
"36F1","NS-IBTS","27.4.b",1,1978,2,4,0.5,1.5,53.75,"POLYGON ((0.999999999900126 53.5000000001999,0.999999999900126 54.0000000001,1.99999999970026 54.0000000001,1.99999999970026 53.5000000001999,0.999999999900126 53.5000000001999))"
"36F2","NS-IBTS","27.4.b",1,1978,4,5,0.8,2.5,53.75,"POLYGON ((1.99999999970026 53.5000000001999,1.99999999970026 54.0000000001,3.00000000039972 54.0000000001,3.00000000039972 53.5000000001999,1.99999999970026 53.5000000001999))"
"36F3","NS-IBTS","27.4.b",1,1978,6,7,0.857142857142857,3.5,53.75,"POLYGON ((3.00000000039972 53.5000000001999,3.00000000039972 54.0000000001,4.00000000019992 54.0000000001,4.00000000019992 53.5000000001999,3.00000000039972 53.5000000001999))"
"36F4","NS-IBTS","27.4.b",1,1978,2,3,0.666666666666667,4.5,53.75,"POLYGON ((4.00000000019992 53.5000000001999,4.00000000019992 54.0000000001,5.00000000000006 54.0000000001,5.00000000000006 53.5000000001999,4.00000000019992 53.5000000001999))"
"36F5","NS-IBTS","27.4.b",1,1978,2,3,0.666666666666667,5.5,53.75,"POLYGON ((5.00000000000006 53.5000000001999,5.00000000000006 54.0000000001,5.9999999998002 54.0000000001,5.9999999998002 53.5000000001999,5.00000000000006 53.5000000001999))"
"36F6","NS-IBTS","27.4.b",1,1978,2,2,1,6.5,53.75,"POLYGON ((5.9999999998002 53.5000000001999,5.9999999998002 54.0000000001,6.99999999960033 54.0000000001,6.99999999960033 53.5000000001999,5.9999999998002 53.5000000001999))"
"36F7","NS-IBTS","27.4.b",1,1978,1,2,0.5,7.5,53.75,"POLYGON ((6.99999999960033 53.5000000001999,6.99999999960033 54.0000000001,8.00000000029985 54.0000000001,8.00000000029985 53.5000000001999,6.99999999960033 53.5000000001999))"
"37F0","NS-IBTS","27.4.b",1,1978,7,9,0.777777777777778,0.5,54.25,"POLYGON ((0.000000000099988 54.0000000001,0.000000000099988 54.5000000000001,0.999999999900126 54.5000000000001,0.999999999900126 54.0000000001,0.000000000099988 54.0000000001))"
"37F1","NS-IBTS","27.4.b",1,1978,3,6,0.5,1.5,54.25,"POLYGON ((0.999999999900126 54.0000000001,0.999999999900126 54.5000000000001,1.99999999970026 54.5000000000001,1.99999999970026 54.0000000001,0.999999999900126 54.0000000001))"
"37F2","NS-IBTS","27.4.b",1,1978,4,6,0.666666666666667,2.5,54.25,"POLYGON ((1.99999999970026 54.0000000001,1.99999999970026 54.5000000000001,3.00000000039972 54.5000000000001,3.00000000039972 54.0000000001,1.99999999970026 54.0000000001))"
"37F3","NS-IBTS","27.4.b",1,1978,4,5,0.8,3.5,54.25,"POLYGON ((3.00000000039972 54.0000000001,3.00000000039972 54.5000000000001,4.00000000019992 54.5000000000001,4.00000000019992 54.0000000001,3.00000000039972 54.0000000001))"
"37F4","NS-IBTS","27.4.b",1,1978,5,8,0.625,4.5,54.25,"POLYGON ((4.00000000019992 54.0000000001,4.00000000019992 54.5000000000001,5.00000000000006 54.5000000000001,5.00000000000006 54.0000000001,4.00000000019992 54.0000000001))"
"37F5","NS-IBTS","27.4.b",1,1978,7,8,0.875,5.5,54.25,"POLYGON ((5.00000000000006 54.0000000001,5.00000000000006 54.5000000000001,5.9999999998002 54.5000000000001,5.9999999998002 54.0000000001,5.00000000000006 54.0000000001))"
"37F6","NS-IBTS","27.4.b",1,1978,5,5,1,6.5,54.25,"POLYGON ((5.9999999998002 54.0000000001,5.9999999998002 54.5000000000001,6.99999999960033 54.5000000000001,6.99999999960033 54.0000000001,5.9999999998002 54.0000000001))"
"37F7","NS-IBTS","27.4.b",1,1978,6,6,1,7.5,54.25,"POLYGON ((6.99999999960033 54.0000000001,6.99999999960033 54.5000000000001,8.00000000029985 54.5000000000001,8.00000000029985 54.0000000001,6.99999999960033 54.0000000001))"
"37F8","NS-IBTS","27.4.b",1,1978,2,2,1,8.5,54.25,"POLYGON ((8.00000000029985 54.0000000001,8.00000000029985 54.5000000000001,9.00000000009999 54.5000000000001,9.00000000009999 54.0000000001,8.00000000029985 54.0000000001))"
"38E9","NS-IBTS","27.4.b",1,1978,7,7,1,-0.5,54.75,"POLYGON ((-0.999999999700151 54.5000000000001,-0.999999999700151 54.9999999999001,0.000000000099988 54.9999999999001,0.000000000099988 54.5000000000001,-0.999999999700151 54.5000000000001))"
"38F0","NS-IBTS","27.4.b",1,1978,5,8,0.625,0.5,54.75,"POLYGON ((0.000000000099988 54.5000000000001,0.000000000099988 54.9999999999001,0.999999999900126 54.9999999999001,0.999999999900126 54.5000000000001,0.000000000099988 54.5000000000001))"
"38F1","NS-IBTS","27.4.b",1,1978,3,5,0.6,1.5,54.75,"POLYGON ((0.999999999900126 54.5000000000001,0.999999999900126 54.9999999999001,1.99999999970026 54.9999999999001,1.99999999970026 54.5000000000001,0.999999999900126 54.5000000000001))"
"38F2","NS-IBTS","27.4.b",1,1978,4,6,0.666666666666667,2.5,54.75,"POLYGON ((1.99999999970026 54.5000000000001,1.99999999970026 54.9999999999001,3.00000000039972 54.9999999999001,3.00000000039972 54.5000000000001,1.99999999970026 54.5000000000001))"
"38F3","NS-IBTS","27.4.b",1,1978,3,5,0.6,3.5,54.75,"POLYGON ((3.00000000039972 54.5000000000001,3.00000000039972 54.9999999999001,4.00000000019992 54.9999999999001,4.00000000019992 54.5000000000001,3.00000000039972 54.5000000000001))"
"38F4","NS-IBTS","27.4.b",1,1978,8,7,1.14285714285714,4.5,54.75,"POLYGON ((4.00000000019992 54.5000000000001,4.00000000019992 54.9999999999001,5.00000000000006 54.9999999999001,5.00000000000006 54.5000000000001,4.00000000019992 54.5000000000001))"
"38F5","NS-IBTS","27.4.b",1,1978,5,6,0.833333333333333,5.5,54.75,"POLYGON ((5.00000000000006 54.5000000000001,5.00000000000006 54.9999999999001,5.9999999998002 54.9999999999001,5.9999999998002 54.5000000000001,5.00000000000006 54.5000000000001))"
"38F6","NS-IBTS","27.4.b",1,1978,5,7,0.714285714285714,6.5,54.75,"POLYGON ((5.9999999998002 54.5000000000001,5.9999999998002 54.9999999999001,6.99999999960033 54.9999999999001,6.99999999960033 54.5000000000001,5.9999999998002 54.5000000000001))"
"38F7","NS-IBTS","27.4.b",1,1978,6,7,0.857142857142857,7.5,54.75,"POLYGON ((6.99999999960033 54.5000000000001,6.99999999960033 54.9999999999001,8.00000000029985 54.9999999999001,8.00000000029985 54.5000000000001,6.99999999960033 54.5000000000001))"
"38F8","NS-IBTS","27.4.b",1,1978,2,2,1,8.5,54.75,"POLYGON ((8.00000000029985 54.5000000000001,8.00000000029985 54.9999999999001,9.00000000009999 54.9999999999001,9.00000000009999 54.5000000000001,8.00000000029985 54.5000000000001))"
"39E9","NS-IBTS","27.4.b",1,1978,4,9,0.444444444444444,-0.5,55.25,"POLYGON ((-0.999999999700151 54.9999999999001,-0.999999999700151 55.4999999998002,0.000000000099988 55.4999999998002,0.000000000099988 54.9999999999001,-0.999999999700151 54.9999999999001))"
"39F0","NS-IBTS","27.4.b",1,1978,3,8,0.375,0.5,55.25,"POLYGON ((0.000000000099988 54.9999999999001,0.000000000099988 55.4999999998002,0.999999999900126 55.4999999998002,0.999999999900126 54.9999999999001,0.000000000099988 54.9999999999001))"
"39F1","NS-IBTS","27.4.b",1,1978,1,5,0.2,1.5,55.25,"POLYGON ((0.999999999900126 54.9999999999001,0.999999999900126 55.4999999998002,1.99999999970026 55.4999999998002,1.99999999970026 54.9999999999001,0.999999999900126 54.9999999999001))"
"40E8","NS-IBTS","27.4.b",1,1978,4,8,0.5,-1.5,55.75,"POLYGON ((-2.00000000039967 55.4999999998002,-2.00000000039967 55.9999999997003,-0.999999999700151 55.9999999997003,-0.999999999700151 55.4999999998002,-2.00000000039967 55.4999999998002))"
"40E9","NS-IBTS","27.4.b",1,1978,4,9,0.444444444444444,-0.5,55.75,"POLYGON ((-0.999999999700151 55.4999999998002,-0.999999999700151 55.9999999997003,0.000000000099988 55.9999999997003,0.000000000099988 55.4999999998002,-0.999999999700151 55.4999999998002))"
"40F0","NS-IBTS","27.4.b",1,1978,4,7,0.571428571428571,0.5,55.75,"POLYGON ((0.000000000099988 55.4999999998002,0.000000000099988 55.9999999997003,0.999999999900126 55.9999999997003,0.999999999900126 55.4999999998002,0.000000000099988 55.4999999998002))"
"40F1","NS-IBTS","27.4.b",1,1978,4,8,0.5,1.5,55.75,"POLYGON ((0.999999999900126 55.4999999998002,0.999999999900126 55.9999999997003,1.99999999970026 55.9999999997003,1.99999999970026 55.4999999998002,0.999999999900126 55.4999999998002))"
"41F0","NS-IBTS","27.4.b",1,1978,4,7,0.571428571428571,0.5,56.25,"POLYGON ((0.000000000099988 55.9999999997003,0.000000000099988 56.4999999996003,0.999999999900126 56.4999999996003,0.999999999900126 55.9999999997003,0.000000000099988 55.9999999997003))"
"41F1","NS-IBTS","27.4.b",1,1978,3,6,0.5,1.5,56.25,"POLYGON ((0.999999999900126 55.9999999997003,0.999999999900126 56.4999999996003,1.99999999970026 56.4999999996003,1.99999999970026 55.9999999997003,0.999999999900126 55.9999999997003))"
"41F4","NS-IBTS","27.4.b",1,1978,2,3,0.666666666666667,4.5,56.25,"POLYGON ((4.00000000019992 55.9999999997003,4.00000000019992 56.4999999996003,5.00000000000006 56.4999999996003,5.00000000000006 55.9999999997003,4.00000000019992 55.9999999997003))"
"41F5","NS-IBTS","27.4.b",1,1978,2,3,0.666666666666667,5.5,56.25,"POLYGON ((5.00000000000006 55.9999999997003,5.00000000000006 56.4999999996003,5.9999999998002 56.4999999996003,5.9999999998002 55.9999999997003,5.00000000000006 55.9999999997003))"
"41F6","NS-IBTS","27.4.b",1,1978,1,3,0.333333333333333,6.5,56.25,"POLYGON ((5.9999999998002 55.9999999997003,5.9999999998002 56.4999999996003,6.99999999960033 56.4999999996003,6.99999999960033 55.9999999997003,5.9999999998002 55.9999999997003))"
"41F7","NS-IBTS","27.4.b",1,1978,2,2,1,7.5,56.25,"POLYGON ((6.99999999960033 55.9999999997003,6.99999999960033 56.4999999996003,8.00000000029985 56.4999999996003,8.00000000029985 55.9999999997003,6.99999999960033 55.9999999997003))"
"42F0","NS-IBTS","27.4.b",1,1978,3,7,0.428571428571429,0.5,56.75,"POLYGON ((0.000000000099988 56.4999999996003,0.000000000099988 57.0000000003998,0.999999999900126 57.0000000003998,0.999999999900126 56.4999999996003,0.000000000099988 56.4999999996003))"
