"Year","Survey","Quarter","F_CODE","sst","sst1","sst2","Atlantic","Boreal","Lusitanian","Unknown","ratio"
2017,"NS-IBTS",1,"4.a",1.25743416175246,1.11448554719488,0.747167308876912,5,28,30,7,1.07142857142857
2017,"NS-IBTS",1,"4.b",1.25561154012879,1.43611126144727,0.921826038509607,3,28,40,12,1.42857142857143
2017,"NS-IBTS",1,"4.c",1.65266142288844,1.7921555240949,1.18494286636511,2,18,32,6,1.77777777777778
2017,"PT-IBTS",4,"9.a",0.999849451861034,0.732308067691823,0.74489782191813,11,2,52,38,26
2017,"SP-NORTH",4,"8.c",1.10559943483935,1.01812825931443,0.890605649807387,13,4,50,36,12.5
2017,"SP-PORC",3,"7.c",0.497288855879257,0.418483887799084,-0.0172082561378678,11,13,27,19,2.07692307692308
2017,"SP-PORC",3,"7.k",0.497288855879257,0.418483887799084,-0.0172082561378678,15,7,17,24,2.42857142857143
2018,"BITS",1,"3.b, c",1.5885609217609,1.36551306893428,1.73775940450529,0,19,15,4,0.789473684210526
2018,"BITS",1,"3.d",2.11586425515513,1.18828585247199,2.11014488339424,1,13,7,4,0.538461538461538
2018,"EVHOE",4,"7.g",0.710027916667362,0.721399894294639,0.792750580236316,4,17,39,3,2.29411764705882
2018,"EVHOE",4,"7.h",0.811648226653536,0.81338465710481,0.852399386465549,4,14,33,4,2.35714285714286
2018,"EVHOE",4,"7.j",0.583719940778489,0.619813354763513,0.643853245303035,8,17,28,7,1.64705882352941
2018,"EVHOE",4,"8.a",0.872618282213807,0.964366886764765,0.919253493348757,9,11,49,15,4.45454545454545
2018,"EVHOE",4,"8.b",1.06887187622488,0.996905740971367,1.15859011063973,7,7,52,14,7.42857142857143
2018,"EVHOE",4,"8.d",0.811648226653536,0.81338465710481,0.852399386465549,5,3,18,7,6
2018,"FR-CGFS",4,"7.d",1.28192798265566,1.34678558679298,1.33611864006768,3,12,41,7,3.41666666666667
2018,"IE-IGFS",4,"7.b",0.513124635598312,0.531331197513888,0.592365529077748,6,19,42,6,2.21052631578947
2018,"NIGFS",4,"7.a",0.593146328503887,0.87928069403602,0.801700280358394,2,15,32,8,2.13333333333333
2018,"NS-IBTS",1,"3.a",1.53857726355394,1.28712935497363,1.63185395176212,7,29,29,4,1
2018,"NS-IBTS",1,"4.a",0.820270918806394,1.25743416175246,1.11448554719488,6,27,32,4,1.18518518518519
2018,"NS-IBTS",1,"4.b",1.18161730313053,1.25561154012879,1.43611126144727,2,30,37,10,1.23333333333333
2018,"NS-IBTS",1,"4.c",1.46633521281183,1.65266142288844,1.7921555240949,1,18,30,5,1.66666666666667
2018,"PT-IBTS",4,"9.a",0.320733678410761,0.999849451861034,0.732308067691823,10,2,38,26,19
2018,"SCOROC",3,"6.b",-0.059097980769972,0.536294531077147,0.190704734840741,6,17,15,2,0.882352941176471
2018,"SP-NORTH",4,"8.c",0.698158802671565,1.10559943483935,1.01812825931443,14,3,51,41,17
2018,"SP-PORC",3,"7.c",0.356101718886445,0.497288855879257,0.418483887799084,11,13,26,24,2
2018,"SP-PORC",3,"7.k",0.356101718886445,0.497288855879257,0.418483887799084,12,9,20,23,2.22222222222222
2019,"BITS",1,"3.b, c",1.69880829441051,1.5885609217609,1.36551306893428,0,20,16,7,0.8
2019,"BITS",1,"3.d",1.72792522112528,2.11586425515513,1.18828585247199,1,14,6,6,0.428571428571429
2019,"EVHOE",4,"7.g",0.793850347089271,0.710027916667362,0.721399894294639,3,15,36,3,2.4
2019,"EVHOE",4,"7.h",0.710521121198932,0.811648226653536,0.81338465710481,5,12,33,6,2.75
2019,"EVHOE",4,"7.j",0.686334547276298,0.583719940778489,0.619813354763513,6,13,28,5,2.15384615384615
2019,"EVHOE",4,"8.a",0.915840263168017,0.872618282213807,0.964366886764765,8,11,56,18,5.09090909090909
2019,"EVHOE",4,"8.b",1.06214800725381,1.06887187622488,0.996905740971367,8,5,54,18,10.8
2019,"EVHOE",4,"8.d",0.710521121198932,0.811648226653536,0.81338465710481,6,2,18,5,9
2019,"FR-CGFS",4,"7.d",1.48515275803705,1.28192798265566,1.34678558679298,1,12,41,8,3.41666666666667
2019,"IE-IGFS",4,"7.b",0.749246400625755,0.513124635598312,0.531331197513888,6,19,42,9,2.21052631578947
2019,"NIGFS",4,"7.a",0.974642702274852,0.593146328503887,0.87928069403602,3,15,34,7,2.26666666666667
2019,"NS-IBTS",1,"3.a",1.55737487350901,1.53857726355394,1.28712935497363,7,27,30,6,1.11111111111111
2019,"NS-IBTS",1,"4.a",0.90669365854313,0.820270918806394,1.25743416175246,6,27,29,8,1.07407407407407
2019,"NS-IBTS",1,"4.b",1.19943536693851,1.18161730313053,1.25561154012879,3,30,36,10,1.2
2019,"NS-IBTS",1,"4.c",1.74871562918027,1.46633521281183,1.65266142288844,1,16,34,6,2.125
2019,"SCOROC",3,"6.b",0.5031314259395,-0.059097980769972,0.536294531077147,7,16,19,3,1.1875
2019,"SP-NORTH",4,"8.c",0.801077855233517,0.698158802671565,1.10559943483935,3,0,20,2,99
2019,"SP-PORC",3,"7.c",0.55348558894669,0.356101718886445,0.497288855879257,4,6,16,1,2.66666666666667
2019,"SP-PORC",3,"7.k",0.55348558894669,0.356101718886445,0.497288855879257,3,3,11,1,3.66666666666667
2020,"BITS",1,"3.b, c",2.18871092051268,1.69880829441051,1.5885609217609,0,21,15,5,0.714285714285714
2020,"BITS",1,"3.d",2.36089405417442,1.72792522112528,2.11586425515513,1,14,12,4,0.857142857142857
2020,"EVHOE",4,"7.g",0.578291761999329,0.793850347089271,0.710027916667362,3,15,37,4,2.46666666666667
2020,"EVHOE",4,"7.h",0.563145726919174,0.710521121198932,0.811648226653536,6,11,34,5,3.09090909090909
2020,"EVHOE",4,"7.j",0.42862645497856,0.686334547276298,0.583719940778489,5,12,29,6,2.41666666666667
2020,"EVHOE",4,"8.a",1.03111053506533,0.915840263168017,0.872618282213807,8,10,54,13,5.4
2020,"EVHOE",4,"8.b",0.832446708964805,1.06214800725381,1.06887187622488,8,5,49,20,9.8
2020,"EVHOE",4,"8.d",0.563145726919174,0.710521121198932,0.811648226653536,6,2,12,7,6
2020,"FR-CGFS",4,"7.d",1.53713144237796,1.48515275803705,1.28192798265566,3,14,41,10,2.92857142857143
2020,"IE-IGFS",4,"7.b",0.42499838086466,0.749246400625755,0.513124635598312,8,19,39,5,2.05263157894737
2020,"NIGFS",4,"7.a",0.868899017986324,0.974642702274852,0.593146328503887,2,17,34,8,2
2020,"NS-IBTS",1,"3.a",2.16355531911055,1.55737487350901,1.53857726355394,6,29,31,5,1.06896551724138
2020,"NS-IBTS",1,"4.a",1.01285124408702,0.90669365854313,0.820270918806394,5,26,29,7,1.11538461538462
2020,"NS-IBTS",1,"4.b",1.7314666112264,1.19943536693851,1.18161730313053,5,26,39,9,1.5
2020,"NS-IBTS",1,"4.c",1.72006592154503,1.74871562918027,1.46633521281183,2,18,39,6,2.16666666666667
2020,"SCOROC",3,"6.b",0.214855358392621,0.5031314259395,-0.059097980769972,6,14,16,1,1.14285714285714
2020,"SP-NORTH",4,"8.c",0.778731942797701,0.801077855233517,0.698158802671565,3,0,20,2,99
2020,"SP-PORC",3,"7.c",0.247939745585124,0.55348558894669,0.356101718886445,4,7,15,1,2.14285714285714
2020,"SP-PORC",3,"7.k",0.247939745585124,0.55348558894669,0.356101718886445,3,3,11,1,3.66666666666667
